gisid,longitude,latitude,study_name,year,species,site_id,site_name,county,substrate,fund_source,deployment_date,retrieval_date,sample_id,lab,lab_sample_id,lab_set_name,lab_analysis_date,analyte,wet_value,blank_corrected_value,qualifier,units,reported_as,pct_solids,dry_value,mean_is_au,county_name,wria_nr,lio_areas,ID,lipid_weight,time
115787,-122.772879,47.121988,MWPE,2013,Mytilus trossulus,SPS_TSP,Tolmie St Pk,x,mud_sand,NEP,2012-11-12T00:00:00Z,2013-01-08T00:00:00Z,13SPS_TSP-MTW01,NOAA,119-1822,MW2905,2013-06-27T00:00:00Z,lipids,0.85251096699233,0.85251096699233,D,%,wet,NA,NA,9.83693660681568,Thurston,13,South Sound,49,1,57
115708,-123.0216,47.13268,MWPE,2013,Mytilus trossulus,SPS_TI,Totten Inlet,x,mud_sand,NEP,2012-11-14T00:00:00Z,2013-01-07T00:00:00Z,SPS_TI,NOAA,119-2043,MW2967,2013-11-21T00:00:00Z,lipids,0.79747221287574,0.79747221287574,D,%,wet,NA,NA,2.12812897751379,Mason,14,South Sound,99,1,54
115392,-122.676382,47.1494209999998,MWPE,2013,Mytilus trossulus,SPS_NRQR,"Nisqually Rch Aq Res, Anderson Is",x,sand,DNR Aq.Rs.,2012-11-14T00:00:00Z,2013-01-07T00:00:00Z,13SPS_NRQR-MTW01,NOAA,119-1821,MW2905,2013-06-27T00:00:00Z,lipids,0.70439687925398,0.70439687925398,D,%,wet,NA,NA,7.92185498334614,Pierce,15,South Sound,48,1,54
109339,-122.676429999999,47.14956,PSMM2016,2016,Mytilus trossulus,SPS_NRQR,"Nisqually Rch Aq Rsv, Anderson Is",x,sand,DNR,2015-10-28T00:00:00Z,2016-02-07T00:00:00Z,16SPS_NRQR-MTW01,NOAA,119-3303,PS3343,2016-05-19T00:00:00Z,lipids,1.006892319,1.006892319,D,%,wet,NA,NA,7.92185498334614,Pierce,15,South Sound,177,1,102
132162,-122.612953,47.169167,PSMM2018,2018,Mytilus trossulus,PSS13175-000037,Saltar's Point,x,cobble_gravel,SAM,2017-12-02T00:00:00Z,2018-02-25T00:00:00Z,PSS13175-000037,NOAA,119-4430,PS3702,2018-09-11T00:00:00Z,lipids,0.866539979,0.866539979,D,%,wet,NA,NA,43.0408442982456,Pierce,12,South Sound,244,1,85
144138,-122.612949999999,47.16922,PSMM2020,2020,Mytilus trossulus,PSS13175-000037,Saltar's Point,x,cobble_gravel,SAM,2019-10-27T00:00:00Z,2020-01-25T00:00:00Z,20SAM037-MTW01,NOAA,119-4992,PS3917,2021-04-20T00:00:00Z,lipids,0.78,0.78,D,%,wet,NA,NA,43.0408442982456,Pierce,12,South Sound,339,1,90
109316,-122.610759999999,47.17025,PSMM2016,2016,Mytilus trossulus,PSS13175-000037,Saltar's Point,x,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP037-MTW01,NOAA,119-3268,PS3341,2016-05-17T00:00:00Z,lipids,1.034598638,1.034598638,D,%,wet,NA,NA,43.0408442982456,Pierce,12,South Sound,160,1,106
115550,-122.590199999999,47.1789899999998,MWPE,2013,Mytilus trossulus,SPS_SBP,"Steilacoom, Sunnyside Bch Pk",x,cobble_sad,NEP,2012-11-12T00:00:00Z,2013-01-08T00:00:00Z,SPS_SBP,NOAA,119-1701,MW2885,2013-06-13T00:00:00Z,lipids,0.77499692324248,0.77499692324248,D,%,wet,NA,NA,43.0408442982456,Pierce,12,South Sound,97,1,57
115234,-122.815529999999,47.1782499999998,MWPE,2013,Mytilus trossulus,SPS_JP,Johnson Pt,x,cobble_sad,NEP,2012-11-13T00:00:00Z,2013-01-11T00:00:00Z,SPS_JP,NOAA,119-1699,MW2885,2013-06-13T00:00:00Z,lipids,0.79960344494288,0.79960344494288,D,%,wet,NA,NA,5.34254563894523,Thurston,13,South Sound,95,1,59
109353,-122.939524,47.198962,PSMM2016,2016,Mytilus trossulus,SPS_HIAP,Hammersley Inlet-Arcadia Point,x,mud_sand,WDFW,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16SPS_HIAP-MTW01,NOAA,119-3323,PS3344,2016-05-24T00:00:00Z,lipids,1.113799911,1.113799911,D,%,wet,NA,NA,4.77407407407407,Mason,14,South Sound,176,1,106
132128,-122.939513,47.1989639999998,PSMM2018,2018,Mytilus trossulus,SPS_HIAP,Hammersley Inlet-Arcadia Point,x,mud_sand,WDFW-TBiOS,2017-12-01T00:00:00Z,2018-02-25T00:00:00Z,SPS_HIAP,NOAA,119-4401,PS3650,2018-11-07T00:00:00Z,lipids,0.87378033,0.87378033,D,%,wet,NA,NA,4.77407407407407,Mason,14,South Sound,266,1,86
115629,-123.08637,47.2141799999998,MWPE,2013,Mytilus trossulus,SPS_SH,"Shelton, Oak Bay Marina",x,mud,NEP,2012-11-12T00:00:00Z,2013-01-07T00:00:00Z,SPS_SH,NOAA,119-1702,MW2885,2013-06-13T00:00:00Z,lipids,0.91559298326568,0.91559298326568,D,%,wet,NA,NA,4.39266870313802,Mason,14,South Sound,98,1,56
132166,-123.084705,47.2152069999999,PSMM2018,2018,Mytilus trossulus,SPS_SH,Shelton,x,mud_silt,WDFW-TBiOS,2017-12-02T00:00:00Z,2018-02-25T00:00:00Z,SPS_SH,NOAA,119-4412,PS3651,2018-09-05T00:00:00Z,lipids,0.756700582,0.756700582,D,%,wet,NA,NA,4.39266870313802,Mason,14,South Sound,269,1,85
144161,-123.084278999999,47.2156329999998,PSMM2020,2020,Mytilus trossulus,SPS_SH,Shelton,x,mud_sand,WDFW-TBiOS,2019-10-28T00:00:00Z,2020-01-21T00:00:00Z,20SPS_SH-MTW01,NOAA,119-5028,PS3919,2021-05-05T00:00:00Z,lipids,0.82,0.82,D,%,wet,NA,NA,4.39266870313802,Mason,14,South Sound,355,1,85
144154,-122.434799999999,47.2593,PSMM2020,2020,Mytilus trossulus,CB_CBTF,Thea Foss Waterway,x,cobble_gravel,WDFW-TBiOS,2019-10-27T00:00:00Z,2020-01-23T00:00:00Z,20CB_CBTF-MTW01,NOAA,119-5014,PS3918,2021-04-22T00:00:00Z,lipids,0.9,0.9,D,%,wet,NA,NA,80.1778765981101,Pierce,10,Puyallup / White,285,1,88
132173,-122.43483,47.25934,PSMM2018,2018,Mytilus trossulus,CB_CBTF,Thea Foss Waterway,x,cobble_gravel,WDFW-TBiOS,2017-12-03T00:00:00Z,2018-02-27T00:00:00Z,CB_CBTF,NOAA,119-4375,PS3649,2018-11-01T00:00:00Z,lipids,0.936673668,0.936673668,D,%,wet,NA,NA,80.1778765981101,Pierce,10,Puyallup / White,186,1,86
109467,-122.434773445128,47.2593452688306,MWPE,2013,Mytilus trossulus,CB_CBTF,Thea Foss Waterway,x,rock,NEP,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,CPS_CBTF,NOAA,119-1672,MW2884,2013-06-04T00:00:00Z,lipids,0.86244365698676,0.86244365698676,D,%,wet,NA,NA,80.1778765981101,Pierce,10,Puyallup / White,74,1,57
110178,-122.368869,47.2653359999998,MWPE,2013,Mytilus trossulus,CB_HYW9,Hylebos Waterway 9,x,cobble_mud,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW9-MTW01,NOAA,119-1623,MW2881,2013-05-22T00:00:00Z,lipids,0.97981444665341,0.97981444665341,D,%,wet,NA,NA,83.119718309859,Pierce,10,Puyallup / White,13,1,56
110099,-122.370098999999,47.2661,MWPE,2013,Mytilus trossulus,CB_HYW8,Hylebos Waterway 8,x,cobble_mud,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW8-MTW01,NOAA,119-1622,MW2881,2013-05-22T00:00:00Z,lipids,0.97215369319548,0.97215369319548,D,%,wet,NA,NA,83.119718309859,Pierce,10,Puyallup / White,12,1,56
110020,-122.371173999999,47.266767,MWPE,2013,Mytilus trossulus,CB_HYW7,Hylebos Waterway 7,x,cobble_mud,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW7-MTW01,NOAA,119-1621,MW2881,2013-05-22T00:00:00Z,lipids,1.03998539491688,1.03998539491688,D,%,wet,NA,NA,83.119718309859,Pierce,10,Puyallup / White,11,1,56
109941,-122.37228,47.26749,MWPE,2013,Mytilus trossulus,CB_HYW6,Hylebos Waterway 6,x,cobble,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW6-MTW01,NOAA,119-1620,MW2881,2013-05-22T00:00:00Z,lipids,0.77431127089971,0.77431127089971,D,%,wet,NA,NA,83.119718309859,Pierce,10,Puyallup / White,10,1,56
109862,-122.373149999999,47.26802,MWPE,2013,Mytilus trossulus,CB_HYW5,Hylebos Waterway 5,x,cobble,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW5-MTW01,NOAA,119-1619,MW2881,2013-05-22T00:00:00Z,lipids,1.06454166991399,1.06454166991399,D,%,wet,NA,NA,83.119718309859,Pierce,10,Puyallup / White,9,1,56
109783,-122.373949999998,47.2684799999998,MWPE,2013,Mytilus trossulus,CB_HYW4,Hylebos Waterway 4,x,cobble,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW4-MTW01,NOAA,119-1618,MW2881,2013-05-22T00:00:00Z,lipids,1.07713943871875,1.07713943871875,D,%,wet,NA,NA,83.119718309859,Pierce,10,Puyallup / White,8,1,56
109704,-122.375069999998,47.26923,MWPE,2013,Mytilus trossulus,CB_HYW3,Hylebos Waterway 3,x,cobble,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW3-MTW01,NOAA,119-1617,MW2881,2013-05-22T00:00:00Z,lipids,0.89900803369613,0.89900803369613,D,%,wet,NA,NA,83.119718309859,Pierce,10,Puyallup / White,7,1,56
115155,-122.644419999999,47.2645699999999,MWPE,2013,Mytilus trossulus,SPS_FI,"Fox, Tanglewood Is",x,mud_sand,NEP,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,SPS_FI,NOAA,119-1698,MW2885,2013-06-13T00:00:00Z,lipids,0.65636135398588,0.65636135398588,D,%,wet,NA,NA,15.1556603773584,Pierce,15,South Sound,94,1,58
109625,-122.376369999999,47.2699,MWPE,2013,Mytilus trossulus,CB_HYW2,Hylebos Waterway 2,x,cobble_mud,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW2-MTW01,NOAA,119-1616,MW2881,2013-05-22T00:00:00Z,lipids,0.71598587959325,0.71598587959325,D,%,wet,NA,NA,83.119718309859,Pierce,10,Puyallup / White,6,1,56
132108,-122.4243,47.2693999999998,PSMM2018,2018,Mytilus trossulus,CB_MW,"Comm Bay, Milwaukee Wtrwy",x,mud_silt,Port of Tacoma,2017-12-05T00:00:00Z,2018-02-27T00:00:00Z,CB_MW,NOAA,119-4363,PS3648,2018-10-24T00:00:00Z,lipids,0.804313804,0.804313804,D,%,wet,NA,NA,81.6153925619833,Pierce,10,Puyallup / White,189,1,84
109546,-122.37717,47.2704099999998,MWPE,2013,Mytilus trossulus,CB_HYW1,Hylebos Waterway 1,x,cobble_mud,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW1-MTW01,NOAA,119-1615,MW2881,2013-05-22T00:00:00Z,lipids,1.01550098055969,1.01550098055969,D,%,wet,NA,NA,83.119718309859,Pierce,10,Puyallup / White,5,1,56
144106,-122.42,47.27,PSMM2020,2020,Mytilus trossulus,CB_MW,"Comm Bay, Milwaukee Waterway",x,mud_sand,Port of Tacoma,2019-10-28T00:00:00Z,2020-01-21T00:00:00Z,20CB_MW-MTW01,NOAA,119-4938,PS3914,2021-03-22T00:00:00Z,lipids,0.91,0.91,D,%,wet,NA,NA,81.6153925619833,Pierce,10,Puyallup / White,287,1,85
132095,-122.417299999999,47.27568,PSMM2018,2018,Mytilus trossulus,PSS13175-000025,Blair Waterway,x,gravel_sand,SAM,2017-12-03T00:00:00Z,2018-02-27T00:00:00Z,PSS13175-000025,NOAA,119-4292,PS3644,2018-06-27T00:00:00Z,lipids,0.804008609,0.804008609,D,%,wet,NA,NA,81.6153925619833,Pierce,10,Puyallup / White,235,1,86
109308,-122.41737,47.2757799999998,PSMM2016,2016,Mytilus trossulus,PSS13175-000025,Blair Waterway,x,gravel_sand,RSMP/SAM,2015-10-28T00:00:00Z,2016-02-09T00:00:00Z,16RSMP025-MTW01,NOAA,119-3254,PS3340,2016-05-17T00:00:00Z,lipids,0.900837221,0.900837221,D,%,wet,NA,NA,81.6153925619833,Pierce,10,Puyallup / White,152,1,104
144130,-122.4174,47.2757999999998,PSMM2020,2020,Mytilus trossulus,PSS13175-000025,Blair Waterway,x,gravel_sand,SAM,2019-10-28T00:00:00Z,2020-01-21T00:00:00Z,20SAM025-MTW01,NOAA,119-4978,PS3916,2021-04-05T00:00:00Z,lipids,0.71,0.71,D,%,wet,NA,NA,81.6153925619833,Pierce,10,Puyallup / White,331,1,85
132130,-122.462933,47.275688,PSMM2018,2018,Mytilus trossulus,CB_JHP,Jack Hyde Park,x,NA,WDFW-TBiOS,2017-12-05T00:00:00Z,2018-02-27T00:00:00Z,CB_JHP,NOAA,119-4376,PS3649,2018-11-01T00:00:00Z,lipids,0.811803958,0.811803958,D,%,wet,NA,NA,60.7950464396285,Pierce,12,Puyallup / White,188,1,84
110889,-122.468383284284,47.2769750095903,MWPE,2013,Mytilus trossulus,CB_RW9,Tacoma Ruston Waterfront 9,x,cobble_sad,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW9-MTW01,NOAA,119-1638,MW2882,2013-05-30T00:00:00Z,lipids,0.74901934247232,0.74901934247232,D,%,wet,NA,NA,60.7235928143713,Pierce,12,Puyallup / White,24,1,57
110810,-122.468693247063,47.2774694580582,MWPE,2013,Mytilus trossulus,CB_RW8,Tacoma Ruston Waterfront 8,x,mud_sand,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW8-MTW01,NOAA,119-1637,MW2882,2013-05-30T00:00:00Z,lipids,0.96059209696407,0.96059209696407,D,%,wet,NA,NA,60.7235928143713,Pierce,12,Puyallup / White,23,1,57
110731,-122.471249978987,47.2779299598187,MWPE,2013,Mytilus trossulus,CB_RW7,Tacoma Ruston Waterfront 7,x,cobble_sad,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW7-MTW01,NOAA,119-1636,MW2882,2013-05-30T00:00:00Z,lipids,0.84656786158668,0.84656786158668,D,%,wet,NA,NA,41.5341028331584,Pierce,12,Puyallup / White,22,1,57
110652,-122.472090013325,47.2782700136301,MWPE,2013,Mytilus trossulus,CB_RW6,Tacoma Ruston Waterfront 6,x,mud_sand,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW6-MTW01,NOAA,119-1635,MW2882,2013-05-30T00:00:00Z,lipids,0.89599247624724,0.89599247624724,D,%,wet,NA,NA,41.5341028331584,Pierce,12,Puyallup / White,21,1,57
110573,-122.472689989954,47.2785499691961,MWPE,2013,Mytilus trossulus,CB_RW5,Tacoma Ruston Waterfront 5,x,mud_sand,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW5-MTW01,NOAA,119-1634,MW2882,2013-05-30T00:00:00Z,lipids,0.80682320327428,0.80682320327428,D,%,wet,NA,NA,41.5341028331584,Pierce,12,Puyallup / White,20,1,57
110494,-122.473749965427,47.2790900152174,MWPE,2013,Mytilus trossulus,CB_RW4,Tacoma Ruston Waterfront 4,x,mud_sand,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW4-MTW01,NOAA,119-1633,MW2882,2013-05-30T00:00:00Z,lipids,0.80580057847099,0.80580057847099,D,%,wet,NA,NA,41.5341028331584,Pierce,12,Puyallup / White,19,1,57
110415,-122.474302919581,47.2795385308563,MWPE,2013,Mytilus trossulus,CB_RW3,Tacoma Ruston Waterfront 3,x,cobble_sad,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW3-MTW01,NOAA,119-1626,MW2881,2013-05-22T00:00:00Z,lipids,0.81477345561382,0.81477345561382,D,%,wet,NA,NA,41.5341028331584,Pierce,12,Puyallup / White,18,1,57
110336,-122.475914089008,47.2805628832429,MWPE,2013,Mytilus trossulus,CB_RW2,Tacoma Ruston Waterfront 2,x,sand,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW2-MTW01,NOAA,119-1625,MW2881,2013-05-22T00:00:00Z,lipids,0.94056249365418,0.94056249365418,D,%,wet,NA,NA,41.5341028331584,Pierce,12,Puyallup / White,17,1,57
110257,-122.476550443096,47.2809108998624,MWPE,2013,Mytilus trossulus,CB_RW1,Tacoma Ruston Waterfront 1,x,sand,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW1-MTW01,NOAA,119-1624,MW2881,2013-05-22T00:00:00Z,lipids,0.88458762639649,0.88458762639649,D,%,wet,NA,NA,41.5341028331584,Pierce,12,Puyallup / White,16,1,57
110968,-122.47714656405,47.2810781188307,MWPE,2013,Mytilus trossulus,CB_RWPC,"Tacoma, Ruston Way, Puget Crk",x,cobble_sad,NEP,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,CPS_RWPC,NOAA,119-1682,MW2884,2013-06-04T00:00:00Z,lipids,0.76884334044881,0.76884334044881,D,%,wet,NA,NA,41.5341028331584,Pierce,12,Puyallup / White,84,1,57
144153,-122.408529999999,47.2894999999998,PSMM2020,2020,Mytilus trossulus,CB_CBSW,Comm Bay Skookum,x,mud_sand,WDFW-TBiOS,2019-10-28T00:00:00Z,2020-01-21T00:00:00Z,20CB_CBSW-MTW01,NOAA,119-5013,PS3918,2021-04-22T00:00:00Z,lipids,0.84,0.84,D,%,wet,NA,NA,27.0206473214286,Pierce,10,Puyallup / White,284,1,85
132106,-122.40994,47.289790000000004,PSMM2018,2018,Mytilus trossulus,CB_CBSW,Comm Bay Skookum,x,mud_silt,WDFW-TBiOS,2017-12-03T00:00:00Z,2018-02-27T00:00:00Z,CB_CBSW,NOAA,119-4368,PS3648,2018-10-24T00:00:00Z,lipids,1.25243137,1.25243137,D,%,wet,NA,NA,27.0206473214286,Pierce,10,Puyallup / White,185,1,86
109388,-122.409946415573,47.2897947113958,MWPE,2013,Mytilus trossulus,CB_CBSW,"Commencement Bay, Skookum Wuldge",x,mud_sand,NEP,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,CPS_CBSW,NOAA,119-1931,MW2937,2013-10-30T00:00:00Z,lipids,0.84886464461642,0.84886464461642,D,%,wet,NA,NA,27.020647,Pierce,10,Puyallup / White,73,1,57
132107,-122.411799999999,47.2922999999998,PSMM2018,2018,Mytilus trossulus,CB_DGL,"Comm Bay, Dick Gilmur Launch",x,cobble_gravel,Port of Tacoma,2017-12-05T00:00:00Z,2018-02-27T00:00:00Z,CB_DGL,NOAA,119-4362,PS3648,2018-10-24T00:00:00Z,lipids,0.769920081,0.769920081,D,%,wet,NA,NA,27.0206473214286,Pierce,10,Puyallup / White,187,1,84
144105,-122.411799999999,47.2922999999998,PSMM2020,2020,Mytilus trossulus,CB_DGL,"Comm Bay, Dick Gilmur Launch",x,gravel_sand,Port of Tacoma,2019-10-28T00:00:00Z,2020-01-21T00:00:00Z,20CB_DGL-MTW01,NOAA,119-4937,PS3914,2021-03-22T00:00:00Z,lipids,0.97,0.97,D,%,wet,NA,NA,27.0206473214286,Pierce,10,Puyallup / White,286,1,85
144119,-122.4942,47.2920999999998,PSMM2020,2020,Mytilus trossulus,PSS13175-000013,Ruston Way,x,cobble_gravel,SAM,2019-10-28T00:00:00Z,2020-01-21T00:00:00Z,20SAM013-MTW01,NOAA,119-4961,PS3915,2021-03-29T00:00:00Z,lipids,0.83,0.83,D,%,wet,NA,NA,41.5341028331584,Pierce,12,Puyallup / White,320,1,85
132158,-122.4949,47.2926,PSMM2018,2018,Mytilus trossulus,PSS13175-000013,Ruston Way,x,gravel_sand,SAM,2017-12-05T00:00:00Z,2018-02-27T00:00:00Z,PSS13175-000013,NOAA,119-4275,PS3643,2018-05-30T00:00:00Z,lipids,0.962425675,0.962425675,D,%,wet,NA,NA,41.5341028331584,Pierce,12,Puyallup / White,224,1,84
109297,-122.494966,47.29267,PSMM2016,2016,Mytilus trossulus,PSS13175-000013,Ruston Way,x,gravel_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP013-MTW01,NOAA,119-3237,PS3339,2016-04-27T00:00:00Z,lipids,0.849636182,0.849636182,D,%,wet,NA,NA,41.5341028331584,Pierce,12,Puyallup / White,141,1,106
144114,-122.530524999999,47.29463572,PSMM2020,2020,Mytilus trossulus,PSS13175-000005,Salmon Beach,x,cobble_gravel,SAM,2019-10-28T00:00:00Z,2020-01-21T00:00:00Z,20SAM005-MTW01,NOAA,119-4956,PS3915,2021-03-29T00:00:00Z,lipids,0.77,0.77,D,%,wet,NA,NA,15.3279742765273,Pierce,12,Puyallup / White,315,1,85
132161,-122.530459489999,47.29466673,PSMM2018,2018,Mytilus trossulus,PSS13175-000005,Salmon Beach,x,cobble_gravel,SAM,2017-12-05T00:00:00Z,2018-02-27T00:00:00Z,PSS13175-000005,NOAA,119-4270,PS3643,2018-05-30T00:00:00Z,lipids,0.851603176,0.851603176,D,%,wet,NA,NA,15.3279742765273,Pierce,12,Puyallup / White,219,1,84
109292,-122.53051,47.2946999999998,PSMM2016,2016,Mytilus trossulus,PSS13175-000005,Salmon Beach,x,cobble_gravel_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP005-MTW01,NOAA,119-3232,PS3339,2016-04-27T00:00:00Z,lipids,1.018679125,1.018679125,D,%,wet,NA,NA,15.3279742765273,Pierce,12,Puyallup / White,136,1,106
109336,-122.43684,47.29824,PSMM2016,2016,Mytilus trossulus,PSS13175-000697,"Browns Point, Wolverton",x,cobble_gravel,Pierce County,2015-10-26T00:00:00Z,2016-02-06T00:00:00Z,16RSMP697-MTW01,NOAA,119-3294,PS3342,2016-05-25T00:00:00Z,lipids,1.164514437,1.164514437,D,%,wet,NA,NA,44.830303030303,Pierce,10,Puyallup / White,174,1,103
132098,-122.436667,47.298333,PSMM2018,2018,Mytilus trossulus,PSS13175-000697,Browns Point - Wolverton,x,cobble_gravel,Pierce County,2017-12-04T00:00:00Z,2018-02-26T00:00:00Z,PSS13175-000697,NOAA,119-4343,PS3647,2018-10-15T00:00:00Z,lipids,0.866366751,0.866366751,D,%,wet,NA,NA,44.830303030303,Pierce,10,Puyallup / White,262,1,84
132099,-122.44441,47.3051499999998,PSMM2018,2018,Mytilus trossulus,PSS13175-000185,Browns Point Lighthouse Park,x,gravel_sand,Pierce County,2017-12-04T00:00:00Z,2018-02-26T00:00:00Z,PSS13175-000185,NOAA,119-4339,PS3647,2018-10-15T00:00:00Z,lipids,0.928742932,0.928742932,D,%,wet,NA,NA,44.830303030303,Pierce,10,Puyallup / White,258,1,84
